Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor
0,-0.46001930761763143,0,-0.24625722697292296,1,-0.6287929912970114,0.2,0.2,0.0,0.4,2,2,1,3,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,1,-0.6287929912970114,0.2,0.2,0.0,0.0,8,1,2,8,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,16,-0.1197471904497761,0.0,0.0125,0.0,0.0,2,2,1,2,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.22619616983784038,0,-0.24625722697292296,12,-0.5050643202454894,0.015384615,0.046153846,0.0,0.0,1,8,2,1,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,25,-0.43308710394716987,0.004,0.041777778,0.0,0.0,2,5,1,2,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,6,-0.5808644113528428,0.0,0.066666667,0.0,0.0,1,1,3,10,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,5,-0.610038329579728,0.15,0.1625,0.0,0.0,3,2,3,1,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7,0.4076617337820751,3,1.5085751756193948,34,-0.16697029988374157,0.0,0.005128205,77.801588,0.0,2,2,1,2,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,48,0.2084941206313684,0.0,0.004609929,5.157803677,0.0,1,1,1,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24,1.1787730794961255,6,3.499349449433916,178,1.631943122977191,0.003939056,0.015263169,6.149343862,0.4,2,2,3,4,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3,-0.054350249300885514,0,-0.24625722697292296,12,-0.17477388889111087,0.015384615,0.030769231,0.0,0.0,2,2,9,3,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,72,1.2255090656461924,0.008571429,0.023797619,0.0,0.0,2,2,1,2,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.37437806197298507,0,-0.24625722697292296,11,-0.5237495202700742,0.005555556,0.05,31.49043616,0.0,2,2,5,2,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,5,-0.5631082617350951,0.04,0.053333333,0.0,0.0,3,2,7,13,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,-0.08026799469334425,0,-0.24625722697292296,34,-0.34503322298912853,0.0,0.01754386,0.0,0.0,1,1,2,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,11,-0.5313729429322341,0.031818182,0.068181818,0.0,0.0,2,2,1,1,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.25042362748731267,0,-0.24625722697292296,14,-0.42678097298598217,0.013333333,0.031111111,0.0,0.0,1,8,3,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,-0.4205792602812811,0,-0.24625722697292296,28,-0.38341950049588785,0.02962963,0.066666667,0.0,1.0,2,2,7,3,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,7,-0.5369298797547205,0.0,0.011111111,0.0,0.0,2,2,2,13,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.2669508853999547,2,-0.09634810569705932,8,0.6208752692107724,0.0,0.022222222,0.0,0.0,4,1,1,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,10,-0.5514300117132177,0.09,0.096666667,0.0,0.4,1,1,1,2,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2,-0.2121104386462867,0,-0.24625722697292296,44,-0.251450934070657,0.0,0.011363636,19.21218939,0.0,2,2,3,2,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,67,1.6065716655268305,0.0,0.01840796,0.0,0.8,2,2,6,4,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,8,-0.4266594150107355,0.025,0.05625,0.0,0.0,3,2,1,4,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.4036763828514167,0,-0.24625722697292296,11,-0.07344661933523289,0.02,0.04,0.0,0.0,2,2,1,2,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,-0.46001930761763143,0,-0.24625722697292296,57,0.2664816242905274,0.039766082,0.054736842,0.0,0.8,1,1,2,3,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,3,-0.16140300738281146,21,-0.4568752588885809,0.069565217,0.091304348,0.0,0.0,2,2,4,13,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,0.08368991637634052,0,-0.24625722697292296,42,0.5029119197472551,0.0,0.01124031,35.2339845,0.0,2,2,4,2,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.06171617571751675,0,-0.24625722697292296,30,-0.041984204668359476,0.0,0.006666667,67.18378365,0.0,2,2,1,6,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8,-0.2290133160761511,0,-0.24625722697292296,34,0.06786217930020036,0.01375,0.024214286,0.0,0.0,1,1,3,2,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2,-0.3154997055922907,0,-0.24625722697292296,13,-0.44977714039141464,0.0,0.005128205,0.0,0.0,2,2,2,2,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13,1.3040264460230753,4,3.4024742154018717,132,0.9773619567800679,0.001494396,0.009733401,8.868449011,0.0,2,5,3,4,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.40931067532803816,0,-0.24625722697292296,10,-0.5144416511041311,0.0,0.027272727,0.0,0.0,2,2,1,11,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,1,-0.1755453773144967,88,0.6039051333524761,0.01247191,0.030501264,0.0,0.0,2,4,7,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,13,-0.34384803256116125,0.0,0.033846154,0.0,0.0,2,2,1,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,13,-0.48448628863902576,0.0,0.015384615,0.0,0.0,4,1,1,8,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,36,-0.17407927180783614,0.0,0.007058824,81.02729581,0.0,2,4,1,8,False,,,,,,,,,,,,,
0,-0.46001930761763143,0,-0.24625722697292296,24,-0.34217661012801515,0.008333333,0.050833333,0.0,0.0,2,2,1,2,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.34169916560858055,0,-0.24625722697292296,81,0.8980043381734032,0.003658537,0.018943089,0.0,0.0,2,2,3,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2,-0.3642363355150664,0,-0.24625722697292296,6,-0.6104550998401121,0.025,0.075,0.0,0.0,2,2,7,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,2,-0.6199366232638498,0.0,0.1,0.0,0.4,4,1,4,3,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2,-0.2684533634125014,0,-0.24625722697292296,65,0.12724251562452954,0.003030303,0.008492896,0.0,0.0,2,2,1,1,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,-0.46001930761763143,0,-0.24625722697292296,2,-0.6287929912970114,0.2,0.2,0.0,0.0,1,2,8,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,29,0.608233237805468,0.0,0.002298851,0.0,0.0,2,5,1,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,16,-0.27623139915335887,0.014285714,0.035714286,0.0,0.0,4,2,1,3,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,-0.17642658631313168,0,-0.24625722697292296,3,-0.6140323779101453,0.0,0.016666667,0.0,0.0,2,2,9,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5,0.01983460166007815,4,2.341560764595656,31,-0.348139897954376,0.014035088,0.029699248,0.0,0.0,4,1,3,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,0.43019890368856095,0,-0.24625722697292296,12,-0.23728942794872193,0.0,0.014285714,32.02714286,0.0,2,2,1,2,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,8,-0.5714870804942013,0.0,0.0125,0.0,0.0,2,5,1,2,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,-0.46001930761763143,0,-0.24625722697292296,47,-0.15848338133834838,0.022222222,0.04037037,0.0,0.0,3,2,8,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,19,-0.2072472383286712,0.031578947,0.051578947,0.0,0.6,2,2,4,3,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,45,0.2017693584784877,0.0,0.015227273,45.4316713,0.0,2,2,1,2,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.30113225977690594,0,-0.24625722697292296,17,-0.3119347181088957,0.047777778,0.051851852,0.0,0.0,2,2,2,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,2,-0.6173318091364494,0.0,0.1,0.0,0.0,3,2,3,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,10,0.24555628396008944,0.0,0.02,0.0,0.0,2,2,1,2,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9,0.931932648731703,4,0.26286809056774607,10,-0.5458036131980327,0.0125,0.058333333,0.0,0.0,1,1,1,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2,-0.10130268658728347,0,-0.24625722697292296,26,-0.3463443127318559,0.008333333,0.03125,0.0,0.0,3,2,5,4,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5,-0.009275909487913748,0,-0.24625722697292296,29,-0.1298842587448775,0.0,0.001785714,0.0,0.0,2,4,1,3,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4,0.966301832839094,0,-0.24625722697292296,81,0.329325369928191,0.01468254,0.018380231,0.0,0.0,3,2,3,13,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,-0.46001930761763143,0,-0.24625722697292296,12,-0.2742777885578085,0.0,0.018181818,42.422531,0.0,2,2,6,10,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,-0.46001930761763143,0,-0.24625722697292296,6,-0.5559884364361685,0.033333333,0.066666667,0.0,0.0,2,2,3,2,False,,,,,,,,,,,,,
6,0.7898545732584218,1,0.11790879876797224,39,-0.19025516753899305,0.005426357,0.017585825,0.0,0.0,1,2,8,1,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,13,-0.5773913258479056,0.015384615,0.046153846,0.0,0.0,2,2,3,13,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2,-0.42621355275790257,0,-0.24625722697292296,38,-0.17218123054560616,0.0,0.014529915,6.328693274,0.0,3,2,1,1,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,20,-0.2821067021411835,0.0,0.0145,0.0,0.8,3,2,7,4,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,6,-0.5261633146774332,0.0,0.011111111,0.0,0.0,2,2,1,2,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,-0.12759605149696462,0,-0.24625722697292296,3,-0.5860740396076438,0.04,0.06,0.0,0.0,1,1,6,3,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0.8927743160191837,1,-0.24625722697292296,33,-0.2807724584661591,0.0,0.018119658,0.0,0.0,2,4,7,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,3,-0.5894602979732644,0.0,0.066666667,0.0,0.0,3,2,4,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,-0.40931067532803816,1,0.10023083635336567,25,0.6498842157026014,0.0,0.015384615,31.75846154,0.0,2,2,9,6,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3,0.5055575655633732,0,-0.24625722697292296,29,0.07135313764870904,0.035714286,0.034983766,0.0,0.0,3,2,8,13,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14,2.776606713202766,0,-0.24625722697292296,41,0.7720055924483649,0.0,0.011853002,36.96220452,0.0,3,2,3,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,-0.02617878691777816,0,-0.24625722697292296,22,-0.2585620766384603,0.0,0.002173913,0.0,0.0,2,4,3,4,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,4,-0.05000329218862873,0.0,0.05,0.0,0.0,4,5,1,1,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,3.6220255916946242,0,-0.24625722697292296,23,-0.17694456734797664,0.0,0.000826446,59.988,0.0,1,1,1,2,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5,-0.044208522842966884,0,-0.24625722697292296,5,-0.5858135581949038,0.0,0.028571429,0.0,0.0,2,5,6,5,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,2,-0.2014730555249434,16,-0.4718095265697089,0.033333333,0.088888889,0.0,0.0,2,2,3,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,-0.4318478452345241,0,-0.24625722697292296,13,-0.48761206559190634,0.0,0.003571429,0.0,0.0,1,1,2,2,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,0.19243176117513489,0,-0.24625722697292296,60,0.16136695499340917,0.007936508,0.01982092,0.0,0.0,2,2,4,3,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,0.44822863961374965,0,-0.24625722697292296,7,-0.33945023802536806,0.044444444,0.055555556,21.09392209,0.0,3,2,2,1,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,18,-0.180473056796166,0.0,0.009705882,0.0,0.0,3,2,6,1,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,12,-0.4660702527583045,0.0,0.041666667,0.0,0.0,2,2,1,2,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,5,-0.5725290061451614,0.0,0.05,0.0,0.0,1,1,4,3,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,4,-0.5895123942558124,0.1,0.125,0.0,0.0,3,3,1,3,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,5,-0.5587234912699389,0.04,0.024,0.0,0.0,3,2,9,3,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,0.12482025145567724,0,-0.24625722697292296,4,-0.27276699636391627,0.057142857,0.04,0.0,0.0,3,2,6,1,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,2.630390115809245,0,-0.24625722697292296,9,-0.5678403407158406,0.0,0.016666667,0.0,0.0,2,4,1,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
12,2.3810914545058575,2,11.527737155843166,243,3.939257680559717,0.014137484,0.028099523,1.827470744,0.0,2,2,1,1,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,-0.46001930761763143,0,-0.24625722697292296,4,-0.5097529856748103,0.033333333,0.03,0.0,0.4,3,2,6,1,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,2,0.023862038722265336,121,1.1230745828571023,0.025170765,0.042322417,4.212415755,0.0,1,1,1,3,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.19426851245153776,1,-0.22504367207539508,42,0.13319803917722822,0.004651163,0.019047619,7.734903101,0.0,2,2,6,4,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,1,-0.6287929912970114,0.2,0.2,0.0,0.0,2,4,1,3,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,6,-0.5615887868100795,0.0,0.05,0.0,0.0,2,2,4,4,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,3,-0.32767647816951795,0.0,0.066666667,0.0,0.0,1,1,1,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2,-0.3952249441364845,0,-0.24625722697292296,12,0.18495094210289295,0.023,0.042941176,33.1128,0.8,2,2,1,1,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.44311643018776703,0,-0.24625722697292296,9,-0.5593139157881176,0.054545455,0.042424242,4.760328465,0.0,3,2,4,1,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,21,-0.39171149215214474,0.0,0.010526316,14.13268846,0.0,4,1,1,2,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,-0.46001930761763143,0,-0.24625722697292296,4,-0.6027448500230067,0.0,0.075,0.0,0.0,2,2,8,4,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6,0.47498430515131734,2,0.5598578591331363,42,0.4215281761664729,0.016,0.028841026,26.65415979,0.0,1,1,3,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5,0.15637228932475752,4,0.4156056858299467,10,-0.4063071339446145,0.0,0.003125,0.0,0.0,3,2,2,6,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,-0.46001930761763143,0,-0.24625722697292296,13,-0.4968157421927534,0.030769231,0.073076923,0.0,0.8,2,2,5,3,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,-0.31493627634462856,5,2.9505076427660577,34,-0.1320084226711963,0.0,0.011071429,8.838027292,0.0,2,2,3,2,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,3.097566867183585,5,7.087622260350757,501,10.661640607677676,0.003964723,0.014292461,9.131386805,0.0,2,2,1,2,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,0.011007543427923516,0,-0.24625722697292296,6,-0.4650022789660703,0.0,0.025,0.0,0.0,1,1,4,2,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,74,0.8107575362108539,0.005405405,0.021288981,27.74177162,0.0,2,5,3,6,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6,0.3042724668360711,0,-0.24625722697292296,40,0.1991595832221001,0.0,0.020767196,0.0,0.0,4,1,3,1,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,-0.21082260035786707,0,-0.24625722697292296,13,-0.4663619919405734,0.0,0.002666667,34.03997536,0.0,2,2,1,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,-0.46001930761763143,0,-0.24625722697292296,2,-0.6203533935242339,0.0,0.1,0.0,0.0,1,1,1,2,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,11,-0.32650431181218775,0.022222222,0.044444444,0.0,0.0,3,2,1,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,22,-0.17229931547008043,0.0,0.004761905,0.0,0.0,2,2,2,10,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,-0.048715956824264044,0,-0.24625722697292296,18,-0.36917984995013076,0.01,0.04,0.0,0.0,2,4,7,3,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6,2.2089450385579594,1,0.053561015578804334,47,0.46611017218995815,0.007435897,0.02061552,0.0,0.0,3,3,8,1,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,0.03931986312294644,3,0.9599690748813586,5,-0.5636943449137602,0.0,0.005555556,0.0,0.0,2,4,7,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,13,-0.5148757867746657,0.107692308,0.111538462,0.0,0.0,2,2,1,1,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,7,-0.6079544782778077,0.142857143,0.157142857,0.0,0.6,3,2,3,4,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.3428673703009282,1,0.09669524387044436,9,-0.24679699951373363,0.0,0.018181818,0.0,0.0,1,1,8,2,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.46001930761763143,0,-0.24625722697292296,5,-0.03281151894778568,0.12,0.133333333,0.0,1.0,1,1,4,3,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6,7.929676954136362,0,-0.24625722697292296,12,-0.1704498974396261,0.0,0.005555556,0.0,0.0,2,2,4,2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2,-0.14224521193618048,0,-0.24625722697292296,45,1.0207489682744668,0.0,0.004891304,4.859624751,0.0,2,2,2,1,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
